atomtype,smiles,idx_in_mol,mol_index,node_attentions,edge_attentions,prediction,truth
C,,7,15,"[0.0, 0.4036324620246887, 0.41488245129585266, 0.39074018597602844, 0.3808356821537018, 0.3840881586074829, 0.3854523301124573, 0.3794178366661072, 0.5958064198493958, 0.3315258026123047, 0.3943324089050293, 0.3773792088031769, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33952826261520386, 0.3767858147621155, 0.32299700379371643, 0.3854251801967621, 0.39129626750946045, 0.39496150612831116, 0.3794422149658203, 0.4206939935684204, 0.3722219169139862]","[0.0, 0.0, 0.30973222851753235, 0.7310490012168884, 0.3931370675563812, 0.4047800600528717, 0.35901781916618347, 0.3108426332473755, 0.26651185750961304, 0.2999291718006134, 0.5817373991012573, 0.3420850336551666, 0.7351385951042175, 0.6207656264305115, 0.6291457414627075, 0.5539494156837463, 0.7197933197021484, 0.34310853481292725, 0.3179539442062378, 0.27710506319999695, 0.20640645921230316, 0.28789815306663513, 0.2856879234313965, 0.32746896147727966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38188084959983826, 0.3447044789791107, 0.3336223363876343, 0.34416088461875916, 0.29351484775543213, 0.34948423504829407, 0.6960582733154297, 0.6514116525650024, 0.3579391837120056, 0.7296889424324036, 0.7129548192024231, 0.63219153881073, 0.3096855878829956, 0.724956750869751, 0.7364338636398315, 0.28374654054641724, 0.3362674415111542, 0.6728318929672241]",0.3967985510826111,0.3986
N,,8,15,"[0.0, 0.0, 0.35360103845596313, 0.3631080687046051, 0.31949514150619507, 0.4045846462249756, 0.398924857378006, 0.363668829202652, 0.6480989456176758, 0.38589638471603394, 0.3397594690322876, 0.3840189278125763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4096490144729614, 0.40228262543678284, 0.6358502507209778, 0.6442634463310242, 0.3927707076072693, 0.36160579323768616, 0.35512518882751465]","[0.0, 0.0, 0.0, 0.0, 0.2904514670372009, 0.322663277387619, 0.359158992767334, 0.42191243171691895, 0.6962103247642517, 0.37374991178512573, 0.3052085340023041, 0.7373292446136475, 0.3473150134086609, 0.25950947403907776, 0.5664982199668884, 0.5937088131904602, 0.3017328679561615, 0.3462902307510376, 0.3185357451438904, 0.7020274996757507, 0.37264683842658997, 0.6791254281997681, 0.3136512041091919, 0.3639812767505646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8059753775596619, 0.25693419575691223, 0.34417638182640076, 0.3405616283416748, 0.7042019963264465, 0.6458839774131775, 0.6584551334381104, 0.7089429497718811, 0.39680513739585876, 0.3206336200237274, 0.2997746467590332, 0.3569217324256897, 0.6838235855102539, 0.362452894449234]",-0.8885465860366821,-0.889
C,,9,15,"[0.39703741669654846, 0.35488247871398926, 0.4287392795085907, 0.3631054759025574, 0.38638707995414734, 0.36040619015693665, 0.37294524908065796, 0.3509666323661804, 0.41664421558380127, 0.3412195146083832, 0.3293778896331787, 0.3833405077457428, 0.0, 0.0, 0.0, 0.38252758979797363, 0.35901033878326416, 0.35476234555244446, 0.40468311309814453, 0.3443279266357422, 0.3806450068950653, 0.35279491543769836, 0.3884406089782715, 0.6396187543869019, 0.38295772671699524, 0.3574927747249603]","[0.30992475152015686, 0.38262924551963806, 0.3717603087425232, 0.36547616124153137, 0.3363853991031647, 0.3253543972969055, 0.3626854419708252, 0.37266018986701965, 0.36874455213546753, 0.7021004557609558, 0.7497032284736633, 0.3231845796108246, 0.23983316123485565, 0.37783968448638916, 0.36446723341941833, 0.6595265865325928, 0.639009952545166, 0.4506807029247284, 0.42056339979171753, 0.7595088481903076, 0.33764412999153137, 0.723272442817688, 0.704698920249939, 0.4570551812648773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3225743770599365, 0.3646485209465027, 0.713499128818512, 0.33553546667099, 0.34996312856674194, 0.3290311098098755, 0.3917493224143982, 0.3034473657608032, 0.4148210883140564, 0.3972894549369812, 0.36062929034233093, 0.38296428322792053, 0.6545231342315674, 0.4193921387195587, 0.30219775438308716, 0.33573126792907715, 0.6483069658279419, 0.6399880647659302, 0.6790862083435059, 0.3727065622806549, 0.6614103317260742, 0.333222359418869]",-0.45139819383621216,-0.4398
C,,10,15,"[0.3901238441467285, 0.3893052637577057, 0.35890838503837585, 0.3535717725753784, 0.36063945293426514, 0.3887588679790497, 0.34590864181518555, 0.36187973618507385, 0.3680860996246338, 0.38541311025619507, 0.35304632782936096, 0.6262848377227783, 0.34910130500793457, 0.37493106722831726, 0.3431333601474762, 0.3614898920059204, 0.38407859206199646, 0.3648669123649597, 0.38987672328948975, 0.3608594238758087, 0.36306479573249817, 0.40722236037254333, 0.37260597944259644, 0.40957099199295044, 0.3639354705810547, 0.41102492809295654]","[0.36765655875205994, 0.3275660574436188, 0.2862427532672882, 0.4160728454589844, 0.3602963984012604, 0.405581533908844, 0.3834279477596283, 0.3750065565109253, 0.3414958417415619, 0.2905939817428589, 0.3966430723667145, 0.40158915519714355, 0.27072620391845703, 0.4082997739315033, 0.7162951827049255, 0.28106990456581116, 0.3177424967288971, 0.3207905888557434, 0.5283011198043823, 0.31364336609840393, 0.6469717025756836, 0.6380431056022644, 0.3026902377605438, 0.27278241515159607, 0.29808229207992554, 0.3918938934803009, 0.28362661600112915, 0.36965489387512207, 0.3665294349193573, 0.30222225189208984, 0.3996908962726593, 0.3869435489177704, 0.30949074029922485, 0.3484920859336853, 0.41193103790283203, 0.32320404052734375, 0.31872591376304626, 0.3428153097629547, 0.33452850580215454, 0.3336710035800934, 0.2536628842353821, 0.2251918911933899, 0.35158389806747437, 0.35796672105789185, 0.3257658779621124, 0.7290992736816406, 0.20087146759033203, 0.6684411764144897, 0.3955191969871521, 0.7248432636260986, 0.33846092224121094, 0.5421828627586365]",0.28932225704193115,0.2751
N,,11,15,"[0.36460766196250916, 0.3768426477909088, 0.3578607141971588, 0.3986339867115021, 0.35941803455352783, 0.34467077255249023, 0.3885597884654999, 0.37640440464019775, 0.40568941831588745, 0.39679601788520813, 0.39556291699409485, 0.6260414719581604, 0.0, 0.0, 0.0, 0.3887515366077423, 0.3401295244693756, 0.39426419138908386, 0.38200533390045166, 0.37984320521354675, 0.4022462069988251, 0.40319833159446716, 0.3820808529853821, 0.3567623794078827, 0.5925806164741516, 0.6068414449691772]","[0.6831510066986084, 0.3053935170173645, 0.29254138469696045, 0.6978514194488525, 0.7637520432472229, 0.6499200463294983, 0.7502126693725586, 0.29761046171188354, 0.37586575746536255, 0.30867084860801697, 0.2605096995830536, 0.7037851810455322, 0.2931613028049469, 0.7413092255592346, 0.34019535779953003, 0.7015538215637207, 0.7145742774009705, 0.3042459189891815, 0.6862398386001587, 0.3619403839111328, 0.7121630907058716, 0.628756046295166, 0.3523121178150177, 0.39226430654525757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34594616293907166, 0.29356279969215393, 0.6889079213142395, 0.27431708574295044, 0.37958985567092896, 0.400083988904953, 0.7273398041725159, 0.32812318205833435, 0.3706268072128296, 0.3709180951118469, 0.3427431583404541, 0.7760723829269409, 0.3253282606601715, 0.40177884697914124, 0.7219352722167969, 0.2985951602458954, 0.7345223426818848, 0.3355945944786072, 0.5999727845191956, 0.7042536735534668, 0.5814347267150879, 0.4838904142379761]",-0.8592045903205872,-0.8589
H,,12,15,"[0.39326420426368713, 0.38396844267845154, 0.3864964246749878, 0.3735094666481018, 0.3849911689758301, 0.3828467130661011, 0.0, 0.0, 0.0, 0.0, 0.3848276138305664, 0.0, 0.3897329866886139, 0.39274150133132935, 0.4336519241333008, 0.37112507224082947, 0.3805796205997467, 0.39076489210128784, 0.35848698019981384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.36157628893852234, 0.3161088228225708, 0.33469974994659424, 0.39348745346069336, 0.3072998523712158, 0.7138355374336243, 0.7515982389450073, 0.3860495388507843, 0.4045813977718353, 0.24880914390087128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3185843527317047, 0.3469312787055969, 0.7925584316253662, 0.338868647813797, 0.7039318084716797, 0.7495084404945374, 0.7257212996482849, 0.7041349411010742, 0.7051065564155579, 0.39136600494384766, 0.39884379506111145, 0.38059401512145996, 0.357423335313797, 0.25213754177093506, 0.34093329310417175, 0.29227980971336365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.12178140878677368,0.147
H,,13,15,"[0.3553399443626404, 0.41111475229263306, 0.37694603204727173, 0.40604692697525024, 0.37033790349960327, 0.36476197838783264, 0.0, 0.0, 0.0, 0.0, 0.3935050070285797, 0.0, 0.3749200701713562, 0.38095587491989136, 0.323097288608551, 0.3657552897930145, 0.3550425171852112, 0.34120243787765503, 0.35692572593688965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7139515280723572, 0.35151946544647217, 0.40317073464393616, 0.29188257455825806, 0.37010011076927185, 0.35236239433288574, 0.35534173250198364, 0.34168943762779236, 0.41277989745140076, 0.3882918059825897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34488052129745483, 0.3585762679576874, 0.36672356724739075, 0.31029096245765686, 0.3498170077800751, 0.36029163002967834, 0.34325525164604187, 0.7043355703353882, 0.3966764211654663, 0.380828857421875, 0.31967484951019287, 0.270166277885437, 0.7456933259963989, 0.3084038197994232, 0.3154563903808594, 0.3376743793487549, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.12178142368793488,0.1212
H,,14,15,"[0.3817371428012848, 0.35812506079673767, 0.36532050371170044, 0.34450581669807434, 0.3556307554244995, 0.3758105933666229, 0.0, 0.0, 0.0, 0.0, 0.3836522698402405, 0.0, 0.37185174226760864, 0.3844241499900818, 0.3925796151161194, 0.3890223205089569, 0.377418577671051, 0.41434818506240845, 0.36889904737472534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4060223698616028, 0.6885099411010742, 0.7560311555862427, 0.39922407269477844, 0.3211265504360199, 0.7229503989219666, 0.3523384630680084, 0.7143732309341431, 0.3832424581050873, 0.26345133781433105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3613128066062927, 0.274348646402359, 0.3755843937397003, 0.3449386954307556, 0.392124205827713, 0.6833553910255432, 0.4255256652832031, 0.690470278263092, 0.35493892431259155, 0.3755572438240051, 0.37933507561683655, 0.3140605092048645, 0.7637099027633667, 0.4074392318725586, 0.3640884757041931, 0.3406793773174286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.12178142368793488,0.1201
H,,15,15,"[0.36085614562034607, 0.38348305225372314, 0.37313342094421387, 0.36147934198379517, 0.39325854182243347, 0.38132983446121216, 0.3760647773742676, 0.0, 0.0, 0.40782707929611206, 0.42934027314186096, 0.4323466122150421, 0.37648850679397583, 0.39709776639938354, 0.38817790150642395, 0.4194154739379883, 0.356143057346344, 0.3690166175365448, 0.39583268761634827, 0.45151427388191223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3017021417617798, 0.331943154335022, 0.34721213579177856, 0.38917309045791626, 0.31757453083992004, 0.36543509364128113, 0.3699873387813568, 0.7696138620376587, 0.3836783468723297, 0.7684653997421265, 0.2792043387889862, 0.40283462405204773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3651668429374695, 0.27969247102737427, 0.4080212414264679, 0.373015820980072, 0.3571833372116089, 0.3291432857513428, 0.35584738850593567, 0.3451395332813263, 0.3657206594944, 0.3391683101654053, 0.3977154493331909, 0.2563736140727997, 0.7150984406471252, 0.3455258905887604, 0.3703184425830841, 0.7070893049240112, 0.38358962535858154, 0.3995097279548645, 0.2533550560474396, 0.30105486512184143, 0.3442094326019287, 0.38611117005348206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.11884157359600067,0.1157
H,,16,15,"[0.40900373458862305, 0.42164310812950134, 0.3769676089286804, 0.3844272196292877, 0.3942965865135193, 0.3593078553676605, 0.3791423439979553, 0.0, 0.0, 0.3442690074443817, 0.35369056463241577, 0.38479337096214294, 0.34735414385795593, 0.3951878249645233, 0.3789151906967163, 0.4046688377857208, 0.37197205424308777, 0.3393488824367523, 0.38508668541908264, 0.3912545144557953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.35220590233802795, 0.3932212293148041, 0.36285725235939026, 0.36514973640441895, 0.7364983558654785, 0.3743398189544678, 0.2884174883365631, 0.2957082688808441, 0.38995361328125, 0.40684884786605835, 0.3455735445022583, 0.3303101658821106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4035932123661041, 0.39769449830055237, 0.33384084701538086, 0.3624684810638428, 0.3013254404067993, 0.32549992203712463, 0.3607660233974457, 0.41354915499687195, 0.3619586229324341, 0.3490915894508362, 0.3495786488056183, 0.7236666679382324, 0.3081929087638855, 0.3512110114097595, 0.3701988160610199, 0.34400129318237305, 0.32991522550582886, 0.38088205456733704, 0.7069772481918335, 0.7193644642829895, 0.7398722171783447, 0.7053758502006531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.11884157359600067,0.1185
H,,17,15,"[0.4026472568511963, 0.41717293858528137, 0.3670963943004608, 0.38839155435562134, 0.36100131273269653, 0.34632882475852966, 0.41645950078964233, 0.3909141421318054, 0.0, 0.36946675181388855, 0.367584764957428, 0.3645278215408325, 0.3929100036621094, 0.38643285632133484, 0.4128471910953522, 0.3991502821445465, 0.3922073543071747, 0.35118380188941956, 0.3906518220901489, 0.35701149702072144, 0.4133909344673157, 0.0, 0.0, 0.349076509475708, 0.41751471161842346, 0.37704649567604065]","[0.33853617310523987, 0.7385696768760681, 0.3326126039028168, 0.3721034824848175, 0.4127451777458191, 0.3453361690044403, 0.35824134945869446, 0.3367501497268677, 0.3511551022529602, 0.3356166481971741, 0.7490364909172058, 0.4083603620529175, 0.266910195350647, 0.37989944219589233, 0.0, 0.0, 0.2937846779823303, 0.803782045841217, 0.3358495533466339, 0.3305027186870575, 0.33645108342170715, 0.35562899708747864, 0.3913947641849518, 0.19691266119480133, 0.7167059183120728, 0.2619282305240631, 0.39833831787109375, 0.3828102946281433, 0.3515101373195648, 0.37397679686546326, 0.3000304698944092, 0.7521654963493347, 0.3198205530643463, 0.39274442195892334, 0.3419046103954315, 0.2820626199245453, 0.3819713890552521, 0.36517614126205444, 0.3483830988407135, 0.22095619142055511, 0.3865337371826172, 0.2622621953487396, 0.0, 0.0, 0.0, 0.0, 0.3979731500148773, 0.3219624161720276, 0.23797588050365448, 0.31251057982444763, 0.39432379603385925, 0.7124060392379761]",0.08401000499725342,0.0811
H,,18,15,"[0.3828774094581604, 0.3757774531841278, 0.36808648705482483, 0.39929908514022827, 0.41954514384269714, 0.36733943223953247, 0.38588783144950867, 0.3922993540763855, 0.0, 0.376044899225235, 0.37816673517227173, 0.38972994685173035, 0.4080895483493805, 0.3630886375904083, 0.3936065137386322, 0.3693377375602722, 0.3541632890701294, 0.3684362471103668, 0.35699042677879333, 0.3753420412540436, 0.3722035586833954, 0.0, 0.0, 0.3880540132522583, 0.36472949385643005, 0.4022250473499298]","[0.763382077217102, 0.3581843674182892, 0.339625746011734, 0.3055337369441986, 0.3639753758907318, 0.39049604535102844, 0.3447977602481842, 0.39701738953590393, 0.36239972710609436, 0.27170926332473755, 0.3384763300418854, 0.363325834274292, 0.7223376035690308, 0.3158377408981323, 0.0, 0.0, 0.30555596947669983, 0.3444526195526123, 0.3961773216724396, 0.27527129650115967, 0.3166878819465637, 0.3279176950454712, 0.3456640839576721, 0.26379644870758057, 0.3093719482421875, 0.3524550795555115, 0.728166401386261, 0.3777097761631012, 0.32052671909332275, 0.3103165030479431, 0.39262300729751587, 0.7197315692901611, 0.36406999826431274, 0.3730171322822571, 0.33247530460357666, 0.7602984309196472, 0.31721848249435425, 0.29327577352523804, 0.32935968041419983, 0.406262069940567, 0.7261143922805786, 0.3775911033153534, 0.0, 0.0, 0.0, 0.0, 0.3999723494052887, 0.3456096351146698, 0.3925730586051941, 0.32141146063804626, 0.32004255056381226, 0.3164643347263336]",0.08401000499725342,0.0871
H,,19,15,"[0.3562126159667969, 0.38506829738616943, 0.34714773297309875, 0.387062132358551, 0.37812700867652893, 0.36175259947776794, 0.35607367753982544, 0.36513006687164307, 0.4046151340007782, 0.3401625156402588, 0.35729190707206726, 0.3356245458126068, 0.0, 0.0, 0.0, 0.382735937833786, 0.347925066947937, 0.35599222779273987, 0.38795068860054016, 0.37785398960113525, 0.40031442046165466, 0.37812188267707825, 0.3613019585609436, 0.3664510250091553, 0.3430728018283844, 0.36254918575286865]","[0.366458922624588, 0.310689240694046, 0.32563185691833496, 0.3379096984863281, 0.39510005712509155, 0.7193615436553955, 0.2879889905452728, 0.402128666639328, 0.7074778079986572, 0.38400059938430786, 0.40669065713882446, 0.3151286840438843, 0.3183479309082031, 0.7737185955047607, 0.7191377878189087, 0.3170318305492401, 0.32773661613464355, 0.3341320753097534, 0.4065118730068207, 0.36742696166038513, 0.31718334555625916, 0.3581371605396271, 0.33697906136512756, 0.3681755065917969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27836140990257263, 0.3112625181674957, 0.3928098976612091, 0.3839530348777771, 0.30461791157722473, 0.3620785176753998, 0.41021689772605896, 0.3161948323249817, 0.693198025226593, 0.39680173993110657, 0.4066811800003052, 0.39613962173461914, 0.37181010842323303, 0.367137610912323, 0.304068386554718, 0.32226428389549255, 0.38365137577056885, 0.40840405225753784, 0.36777520179748535, 0.26912757754325867, 0.2712938189506531, 0.3351610004901886]",0.16039174795150757,0.1626
H,,20,15,"[0.0, 0.3829747438430786, 0.4060293734073639, 0.37604033946990967, 0.37774211168289185, 0.38592764735221863, 0.37237706780433655, 0.38847875595092773, 0.38377323746681213, 0.3788731098175049, 0.40219298005104065, 0.3709460198879242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38731253147125244, 0.3775661587715149, 0.3891812860965729, 0.39248305559158325, 0.3480432629585266, 0.3990083634853363, 0.3349502682685852, 0.3707480728626251, 0.38951575756073]","[0.0, 0.0, 0.3661022484302521, 0.41519564390182495, 0.3480951488018036, 0.26608845591545105, 0.3120967447757721, 0.40713730454444885, 0.36350661516189575, 0.4069947600364685, 0.36381587386131287, 0.2693222165107727, 0.3035745620727539, 0.3037630021572113, 0.2991921603679657, 0.37224799394607544, 0.40002503991127014, 0.32635733485221863, 0.390771746635437, 0.7172285318374634, 0.7440584897994995, 0.4168548285961151, 0.22749754786491394, 0.25301337242126465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3264932930469513, 0.33183014392852783, 0.325539231300354, 0.7103632092475891, 0.29009735584259033, 0.28974902629852295, 0.4773430824279785, 0.42409947514533997, 0.39471641182899475, 0.405277818441391, 0.7762863636016846, 0.3734549582004547, 0.29852429032325745, 0.38026443123817444, 0.39995095133781433, 0.23909348249435425, 0.34335795044898987, 0.24635469913482666]",0.15737172961235046,0.1589
H,,21,15,"[0.0, 0.0, 0.0, 0.3916822671890259, 0.3881266713142395, 0.39364057779312134, 0.39100182056427, 0.4295697808265686, 0.6536328792572021, 0.3546757996082306, 0.3632282316684723, 0.369560569524765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3416063189506531, 0.38129350543022156, 0.39547625184059143, 0.37755700945854187, 0.3738987445831299, 0.36991503834724426, 0.3776884973049164]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39025357365608215, 0.7161657810211182, 0.31925901770591736, 0.8087954521179199, 0.29324278235435486, 0.3338545262813568, 0.36893701553344727, 0.30487504601478577, 0.6914175748825073, 0.36965206265449524, 0.3309437930583954, 0.37182676792144775, 0.29906076192855835, 0.3932035565376282, 0.25562307238578796, 0.358656108379364, 0.7442556619644165, 0.3641647696495056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3916929066181183, 0.3909556567668915, 0.3502385914325714, 0.3290765583515167, 0.6893662214279175, 0.6282414197921753, 0.691135823726654, 0.6828290224075317, 0.367369145154953, 0.377351313829422, 0.344210684299469, 0.7124619483947754, 0.3126351535320282, 0.7001479268074036]",0.4016217589378357,0.3985
H,,22,15,"[0.0, 0.0, 0.0, 0.42170441150665283, 0.3587409555912018, 0.37717950344085693, 0.3924412727355957, 0.3698665499687195, 0.5954096913337708, 0.37083810567855835, 0.39024993777275085, 0.3617306649684906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35573795437812805, 0.39918941259384155, 0.3912421762943268, 0.573460042476654, 0.40874239802360535, 0.40522506833076477, 0.3682574927806854]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39144885540008545, 0.32514986395835876, 0.3097144067287445, 0.3814304769039154, 0.24480678141117096, 0.3043290078639984, 0.3834781348705292, 0.710105299949646, 0.7247321009635925, 0.70317542552948, 0.32357704639434814, 0.2796061635017395, 0.32003796100616455, 0.7377111315727234, 0.3906781077384949, 0.3522486388683319, 0.3641416132450104, 0.2744245231151581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3646133244037628, 0.7071570158004761, 0.35866767168045044, 0.7096955180168152, 0.7628452777862549, 0.5834829211235046, 0.5368242859840393, 0.6722102165222168, 0.3311145305633545, 0.37276268005371094, 0.3709222376346588, 0.3662208318710327, 0.3687354028224945, 0.7513775825500488]",0.4016217589378357,0.3991
H,,23,15,"[0.0, 0.36809518933296204, 0.369525671005249, 0.39215484261512756, 0.386984258890152, 0.3892340362071991, 0.37512126564979553, 0.3630969822406769, 0.36393117904663086, 0.41740307211875916, 0.35261106491088867, 0.39531686902046204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35184597969055176, 0.34805071353912354, 0.3461380898952484, 0.3741241991519928, 0.36231306195259094, 0.40941122174263, 0.3355989158153534, 0.36213138699531555, 0.395310640335083]","[0.0, 0.0, 0.3744582533836365, 0.30668166279792786, 0.3031575381755829, 0.32098570466041565, 0.3533635139465332, 0.38030073046684265, 0.3121197521686554, 0.28722935914993286, 0.3619008958339691, 0.3991730511188507, 0.7025151252746582, 0.7043450474739075, 0.3257635235786438, 0.2980153262615204, 0.3032435476779938, 0.33695581555366516, 0.400941401720047, 0.6680864095687866, 0.36215686798095703, 0.33521538972854614, 0.31330060958862305, 0.3490760624408722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3997538089752197, 0.3559833765029907, 0.37910231947898865, 0.3791220784187317, 0.3601721525192261, 0.38548392057418823, 0.4010322391986847, 0.20817607641220093, 0.2619883418083191, 0.33787408471107483, 0.7164738774299622, 0.28594672679901123, 0.4716724157333374, 0.2945764362812042, 0.7784133553504944, 0.6930974125862122, 0.7332049608230591, 0.3665633499622345]",0.17451192438602448,0.1733
H,,24,15,"[0.0, 0.44043049216270447, 0.3705795109272003, 0.4042108952999115, 0.39685940742492676, 0.3712894022464752, 0.3674870729446411, 0.34536319971084595, 0.37526124715805054, 0.37911155819892883, 0.38186565041542053, 0.6604043245315552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37318262457847595, 0.39203080534935, 0.3577125370502472, 0.357869952917099, 0.3575240969657898, 0.3751138150691986, 0.391302227973938, 0.5771989822387695, 0.4125681519508362]","[0.0, 0.0, 0.327803373336792, 0.3918952941894531, 0.3848935067653656, 0.3482658565044403, 0.33029237389564514, 0.2536262571811676, 0.7281456589698792, 0.3954888880252838, 0.40406864881515503, 0.34675994515419006, 0.42270100116729736, 0.416219025850296, 0.3382672965526581, 0.25446975231170654, 0.38840916752815247, 0.354237824678421, 0.40559592843055725, 0.39157813787460327, 0.5904834270477295, 0.7150408029556274, 0.38629984855651855, 0.7187339663505554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7220808267593384, 0.7485722303390503, 0.7204568386077881, 0.707843542098999, 0.3569720685482025, 0.6739911437034607, 0.734520673751831, 0.313880980014801, 0.3958858549594879, 0.37348854541778564, 0.2979733347892761, 0.30851784348487854, 0.3087790608406067, 0.3423543870449066, 0.5213873386383057, 0.6348946690559387, 0.3043384253978729, 0.7217341661453247]",0.4000178873538971,0.401
H,,25,15,"[0.0, 0.3429238796234131, 0.34205493330955505, 0.3744562268257141, 0.4075370132923126, 0.3879737854003906, 0.4170437455177307, 0.3769362270832062, 0.3760816156864166, 0.38329723477363586, 0.3912767767906189, 0.6313052773475647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3967337906360626, 0.3305264413356781, 0.3808296024799347, 0.34001123905181885, 0.38661009073257446, 0.40269315242767334, 0.35955068469047546, 0.3874181807041168, 0.4646664261817932]","[0.0, 0.0, 0.401091605424881, 0.37352535128593445, 0.3350357115268707, 0.3612169027328491, 0.3158479630947113, 0.38469788432121277, 0.3728501498699188, 0.3732154369354248, 0.3776012361049652, 0.41881826519966125, 0.39940130710601807, 0.2878483831882477, 0.3919839560985565, 0.35231876373291016, 0.3095738887786865, 0.39022159576416016, 0.6871778964996338, 0.39573004841804504, 0.586833119392395, 0.36321648955345154, 0.42042216658592224, 0.3184203803539276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29077228903770447, 0.32958126068115234, 0.7106630206108093, 0.7113542556762695, 0.3468252420425415, 0.2742074728012085, 0.3419002592563629, 0.2681521475315094, 0.4260364770889282, 0.3543730676174164, 0.40644732117652893, 0.7108563184738159, 0.2997327744960785, 0.32273733615875244, 0.3441776633262634, 0.6444985270500183, 0.688726544380188, 0.5538820624351501]",0.4000178873538971,0.3957
O,[H]OC([H])([H])c1nn(-c2c([H])c([H])c([H])c([H])c2[H])nc1[H],0,16,"[0.6177527904510498, 0.3658798635005951, 0.39587268233299255, 0.36586517095565796, 0.3623100519180298, 0.41367653012275696, 0.3569691777229309, 0.0, 0.0, 0.0, 0.37717750668525696, 0.39235442876815796, 0.36000868678092957, 0.6468839049339294, 0.37378114461898804, 0.4063328206539154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38036221265792847]","[0.6098106503486633, 0.591508150100708, 0.2549366354942322, 0.7063893675804138, 0.7365838885307312, 0.3460080921649933, 0.32336753606796265, 0.35796189308166504, 0.7172583937644958, 0.6993322372436523, 0.33946627378463745, 0.32201775908470154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7393516898155212, 0.3426987826824188, 0.338620126247406, 0.7346414923667908, 0.7388547658920288, 0.7227514386177063, 0.2653636932373047, 0.37081655859947205, 0.67380690574646, 0.5214409828186035, 0.2666800022125244, 0.33582404255867004, 0.7109857797622681, 0.7372666001319885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7366505861282349, 0.3691357970237732]",-0.6620620489120483,-0.6678
